400, pa5-E-Output.txt, 6 
109.7555  117.0100   56.0421   96.4560   26.6269  125.6033
    4.95    -11.76     -8.40        4.97    -12.21     -8.34     0.452
  -20.42    -15.91    -48.77      -20.39    -15.97    -48.67     0.123
   -2.18     -2.01     59.74       -2.14     -1.97     59.77     0.063
    2.37     -9.18      5.00        2.37     -9.50      5.13     0.351
   -3.88     10.34     -1.50       -4.04     10.54     -1.61     0.277
  -27.40      5.32    -19.48      -27.25      4.96    -19.73     0.464
   27.35     -5.08     18.64       27.35     -5.11     18.64     0.033
   -3.54     18.24     12.05       -4.03     18.67     11.56     0.810
   23.44     -4.33     17.03       23.45     -4.25     17.01     0.080
  -38.26     -4.34    -23.38      -38.28     -4.61    -23.38     0.276
  -25.17    -29.43    -33.82      -25.09    -29.34    -33.81     0.118
   18.24     -6.76      4.31       18.63     -7.55      4.98     1.104
   -3.52      9.41     70.91       -2.76      9.29     70.70     0.796
   -9.91     22.12     23.98       -9.85     22.37     23.99     0.265
  -27.97    -28.17    -27.92      -27.66    -27.99    -27.84     0.367
   -9.47      2.42     24.24       -9.32      2.34     24.22     0.175
   -6.30      3.54    -30.89       -6.01      4.23    -30.95     0.755
  -17.28    -23.04    -16.22      -17.13    -23.12    -16.04     0.249
   30.66     -6.18    -24.28       29.85     -5.35    -23.87     1.222
  -16.80     -1.58     -4.42      -17.53     -1.47     -4.30     0.749
  -24.54    -29.84    -33.23      -24.56    -29.86    -33.24     0.019
   -5.82    -16.78    -38.00       -6.05    -16.69    -37.98     0.241
  -15.49    -29.94    -32.30      -15.49    -30.16    -32.51     0.310
   -1.33    -14.27    -19.40       -1.28    -14.65    -19.52     0.402
   29.78     -8.41     11.24       29.65     -7.82     11.22     0.606
   36.96      2.14     14.08       37.18      2.16     14.10     0.220
   26.91     -5.78     15.71       27.41     -5.46     15.45     0.652
  -12.62      4.97    -29.30      -12.66      5.40    -29.16     0.451
   19.51     17.29    -25.67       19.25     17.26    -25.59     0.277
  -17.80     -5.86    -46.96      -17.80     -5.84    -47.69     0.728
  -15.87      4.98    -24.52      -15.70      5.46    -24.42     0.520
   -2.33     20.45     42.83       -2.34     20.76     42.79     0.314
  -16.41     -1.48     -2.33      -17.14     -1.38     -2.19     0.743
   23.34     20.39      1.71       23.40     20.62      1.74     0.242
  -11.97     -9.61    -47.80      -12.10     -9.59    -47.61     0.234
   13.38     20.71     30.05       13.38     21.05     30.01     0.349
  -22.71      4.95    -40.13      -22.68      4.82    -39.98     0.205
   14.62    -12.28    -17.05       14.56    -12.55    -17.14     0.291
    4.61    -11.33    -21.43        4.81    -11.61    -21.54     0.360
   -5.10      8.54     -7.44       -4.88      7.95     -7.19     0.679
  -12.79    -22.07    -16.34      -12.77    -22.07    -16.36     0.024
  -27.51     -9.74    -46.37      -27.54     -9.65    -46.24     0.157
   23.81    -10.50    -23.67       24.56    -11.43    -23.68     1.197
   27.93      1.32     36.74       27.22      1.49     36.60     0.744
   32.45      6.24    -14.74       33.18      6.20    -15.06     0.800
   12.75     -1.49     71.44       12.84     -1.79     71.78     0.466
   -6.62    -10.73     -7.25       -6.50    -11.25     -7.15     0.539
   -5.55      3.73    -25.22       -5.50      4.29    -25.39     0.589
   21.72      5.70     71.36       21.66      5.66     71.54     0.191
  -11.14    -26.96    -35.68      -11.21    -26.91    -35.67     0.080
   11.04     12.13    -23.23       11.03     12.10    -23.24     0.029
   20.52     -1.45    -24.72       20.55     -1.40    -24.70     0.057
   24.54     16.01     68.71       24.14     15.79     68.74     0.459
   28.28     -8.29    -21.25       28.14     -8.36    -21.14     0.191
   32.02     17.32      2.26       32.04     17.35      2.24     0.040
   11.44     14.92    -19.80       11.63     14.80    -19.65     0.270
   18.47     20.39      6.36       18.58     20.89      6.39     0.509
    0.43     -5.33     34.73        0.68     -5.60     34.84     0.381
  -13.79     12.68     24.92      -13.27     12.80     25.01     0.547
   -2.81     -9.13    -37.56       -3.06     -9.08    -37.64     0.264
   28.15     -1.44     29.27       28.06     -1.01     29.13     0.463
  -22.93    -22.76    -14.05      -22.97    -22.97    -13.68     0.429
   -4.21     -7.22    -48.91       -4.43     -7.40    -48.75     0.321
   22.93     19.77    -10.66       22.95     19.82    -10.66     0.054
   27.95      2.58     37.86       27.71      2.76     37.87     0.301
    9.43     22.03     59.59        9.39     21.51     59.54     0.523
    7.04     -3.89     29.44        7.10     -4.02     29.50     0.165
   -5.07     13.77     12.31       -5.34     14.02     12.08     0.428
  -10.25    -11.75    -47.59      -10.31    -11.79    -47.49     0.127
   32.67     -6.99     11.88       32.20     -6.28     11.95     0.854
  -28.84    -24.12    -17.39      -28.50    -23.83    -17.65     0.525
  -16.62      4.83    -41.47      -16.61      4.85    -41.47     0.023
   11.59     20.91     28.42       11.59     20.84     28.43     0.063
   38.56      3.91     -6.14       38.34      3.51     -5.61     0.705
  -41.18    -18.40    -32.10      -41.54    -18.73    -32.12     0.491
   -6.24      1.27     48.07       -6.77      1.25     48.06     0.531
   39.69      1.02      6.67       39.91      0.95      6.65     0.225
  -38.25     -8.78    -20.11      -37.89     -8.83    -20.41     0.477
    2.40     -2.38     71.11        2.40     -2.38     71.16     0.054
   25.18     -8.79      2.43       24.98     -8.98      2.53     0.289
   27.17      4.34     44.54       27.34      4.33     44.57     0.174
   35.27     13.74      9.66       35.14     13.64      9.64     0.163
   27.76     -9.42    -21.57       27.86     -9.41    -21.65     0.124
   12.31    -13.74     -6.54       12.31    -13.72     -6.55     0.018
   14.62     20.53     16.03       14.65     20.40     16.03     0.132
   23.69     -8.88     -0.45       23.61     -8.97     -0.41     0.122
   12.75     21.21     38.02       12.74     21.64     38.08     0.437
   36.35     11.18      5.31       36.40     11.24      5.29     0.078
  -31.48     -5.45    -16.73      -31.56     -5.42    -16.25     0.491
   -2.90     -9.40    -36.65       -3.35     -9.31    -36.78     0.482
   39.29      0.05      8.45       39.68     -0.13      8.45     0.423
  -11.60    -28.07    -28.55      -11.82    -27.75    -28.47     0.391
   -7.05      4.02    -32.05       -6.96      4.49    -32.13     0.485
  -18.74    -11.50    -48.25      -18.63    -11.39    -47.99     0.304
   -5.42      9.37      0.38       -5.92      9.91      0.66     0.786
   -7.85    -12.32    -11.97       -7.83    -12.33    -11.96     0.028
   36.89      0.67     15.08       37.17      0.68     15.09     0.282
   18.08      0.31    -21.96       18.26      0.44    -21.93     0.224
   24.61      7.02     62.19       24.76      6.96     62.22     0.168
  -16.86     -4.82     -1.54      -17.43     -4.76     -1.43     0.584
   24.25     17.49     25.92       23.86     17.43     26.05     0.409
    8.91     20.85     32.38        8.90     21.20     32.32     0.354
   33.13     -7.56     -4.55       33.24     -7.12     -4.90     0.582
  -19.88    -17.91    -11.22      -20.01    -17.73    -11.40     0.285
  -22.28      5.73    -33.19      -22.24      5.55    -33.18     0.190
  -38.21    -17.33    -39.74      -37.99    -17.22    -39.32     0.494
   28.18      4.22     41.03       28.07      4.22     41.01     0.118
   27.28     14.55     22.46       26.79     14.33     22.28     0.567
  -17.69    -25.16    -18.11      -17.59    -25.37    -17.98     0.268
   -3.20      7.10    -14.54       -3.08      6.98    -14.46     0.185
   39.99      6.88      4.53       40.09      7.06      4.50     0.207
   18.72     16.14    -27.22       18.71     16.14    -27.22     0.012
    6.04     -9.24      3.52        6.01     -9.16      3.49     0.088
   27.99     -8.49    -21.37       28.00     -8.49    -21.38     0.012
   19.92      4.76    -29.75       20.09      4.92    -29.53     0.315
   -5.44     -4.12     47.40       -5.09     -3.79     47.11     0.568
   39.67      1.16     10.82       39.44      1.26     10.71     0.271
   17.12     18.41    -25.50       17.26     18.12    -25.51     0.323
   39.99      3.92      2.25       40.45      3.76      2.13     0.496
  -18.98      4.90    -40.85      -19.01      4.95    -40.89     0.068
  -34.13     -2.86    -17.24      -34.12     -2.75    -17.56     0.342
  -32.53      2.40    -35.80      -32.61      2.48    -35.84     0.120
   11.19    -11.32      0.34       11.27    -11.21      0.29     0.153
  -29.43     -1.54    -42.66      -29.40     -1.55    -42.65     0.041
   16.62     18.77    -19.44       16.83     18.07    -19.14     0.792
   38.01     10.69      9.94       37.74     10.38     10.02     0.421
   -8.19      4.12    -24.77       -8.17      4.55    -24.88     0.446
  -23.29     -0.51    -17.64      -23.32     -0.28    -17.55     0.251
  -33.28     -3.56    -17.55      -33.09     -3.61    -17.67     0.237
  -33.14    -24.54    -24.74      -33.04    -24.37    -24.73     0.195
  -13.48    -25.52    -40.85      -13.44    -25.72    -41.20     0.407
   -5.02    -15.32    -33.11       -5.28    -15.16    -33.07     0.306
  -33.86     -0.66    -38.16      -33.82     -0.70    -38.13     0.068
   27.84     -0.40     33.53       27.58      0.21     33.33     0.697
  -11.84     10.70     22.34      -11.99     10.64     22.31     0.168
   -4.32      3.73     65.51       -4.10      3.66     65.43     0.243
  -38.88     -1.07    -28.91      -39.35     -0.40    -29.05     0.832
   24.51     10.56     68.02       25.03     10.42     68.07     0.540
   18.71    -10.42    -26.03       18.95    -10.19    -25.83     0.386
   30.84     -3.15     23.90       30.94     -2.99     24.14     0.308
  -33.73    -19.04    -16.51      -33.64    -19.02    -16.63     0.151
   28.20     -8.50     10.94       28.15     -8.10     10.95     0.407
    5.47      5.37     71.87        5.47      5.37     71.88     0.002
   24.33      0.62     46.40       24.48      0.50     46.42     0.201
   -5.05      7.97    -10.06       -4.83      7.12     -9.85     0.903
   16.52     20.81     41.35       16.35     20.26     41.30     0.572
    1.88     22.88     15.31        1.96     22.34     15.36     0.553
  -35.53     -1.39    -20.78      -35.26     -1.57    -20.84     0.328
  -23.40    -17.77    -47.14      -23.76    -17.98    -47.62     0.635
   12.72    -14.09    -11.95       12.41    -14.43    -12.10     0.484
    7.74    -11.65     -9.53        7.46    -12.41     -9.40     0.816
  -19.67    -23.00    -45.59      -19.62    -23.22    -45.73     0.261
   -9.13    -17.86    -44.11       -8.40    -17.89    -44.91     1.085
  -35.49    -15.10    -17.76      -35.98    -15.42    -17.43     0.674
   -5.00     12.76     10.18       -4.74     12.20     10.32     0.629
  -13.44     16.81     25.55      -13.79     16.78     25.41     0.377
  -28.56    -15.81    -47.11      -28.56    -15.81    -47.12     0.012
   24.53     19.65     -8.27       24.34     19.99     -8.15     0.410
  -40.35     -3.85    -33.97      -40.61     -3.63    -34.12     0.365
   32.03     12.24     13.47       32.13     12.34     13.54     0.160
    1.94     -6.61    -26.98        1.84     -6.61    -26.74     0.265
   -8.56    -24.98    -39.58       -8.84    -24.46    -39.44     0.608
  -42.02    -18.44    -36.52      -42.18    -18.53    -36.50     0.180
   -6.52      1.99     43.13       -6.70      2.24     43.20     0.317
   26.95     12.75     44.26       26.67     12.58     44.30     0.325
  -38.87    -19.72    -37.94      -38.69    -19.69    -37.79     0.231
  -15.25      0.58      0.95      -15.30      0.61      0.96     0.067
   25.81     14.21     46.15       25.74     14.16     46.15     0.088
   28.52      5.57     38.55       28.63      5.57     38.58     0.111
   23.11     20.18      4.32       23.13     20.26      4.34     0.088
    3.31     -5.53     21.24        3.80     -6.55     21.38     1.146
    0.22     -2.89     58.81       -0.10     -3.23     58.62     0.506
  -21.67    -27.41    -19.15      -21.70    -27.28    -19.21     0.152
   -5.43     22.89     26.41       -5.42     22.81     26.33     0.111
   -6.80    -20.10    -33.38       -7.15    -19.95    -33.38     0.386
  -17.79     -1.16    -45.28      -17.76     -1.15    -45.43     0.153
  -28.59    -12.52    -46.07      -28.46    -12.61    -45.73     0.373
   13.69     21.21     48.91       13.69     21.45     48.76     0.284
   28.32     13.39     23.07       28.25     13.21     23.07     0.193
  -28.46    -25.32    -18.53      -28.07    -24.55    -18.86     0.919
   -2.59      4.34    -21.04       -2.58      4.36    -21.05     0.027
  -42.03    -16.24    -37.86      -41.80    -16.37    -37.48     0.455
    8.30     -3.35     29.18        8.38     -3.50     29.26     0.182
    6.54    -10.38     -2.25        6.50    -10.44     -2.19     0.098
   -1.10     18.43      8.43       -1.50     18.72      8.31     0.512
   -4.00     19.01     42.48       -4.49     19.51     42.32     0.717
  -25.55    -28.35    -36.22      -25.29    -27.98    -36.03     0.495
  -12.84    -20.40    -15.55      -12.87    -20.61    -15.27     0.349
    6.09     -4.63     24.96        6.19     -5.10     24.96     0.485
  -14.77     -5.15    -46.51      -14.61     -4.76    -47.00     0.643
  -11.80     -1.85     14.41      -12.08     -2.05     14.54     0.373
  -14.76    -21.68    -16.98      -14.80    -21.92    -16.71     0.360
   22.57     20.82     -3.20       22.67     21.15     -3.25     0.353
   16.07     -2.61     47.59       16.05     -1.97     47.57     0.643
   33.02     -5.85      4.52       32.87     -5.64      4.44     0.273
  -13.46      1.96     10.56      -13.34      1.87     10.54     0.146
  -10.43      7.50     20.07      -10.66      7.45     20.02     0.247
   -4.02     -2.37     54.44       -3.79     -2.21     54.28     0.322
   -3.30     -1.64     57.73       -3.26     -1.47     57.68     0.175
    2.37     16.87     -2.78        1.74     17.14     -2.93     0.702
  -23.80      6.10    -35.49      -23.67      5.32    -35.59     0.799
   11.53      9.39    -15.82       11.58      9.42    -15.82     0.058
   23.23     13.72    -24.26       23.06     13.55    -24.18     0.252
  -13.26     -7.71      1.23      -13.26     -7.75      1.23     0.040
   22.66     19.51    -15.60       22.61     19.77    -15.63     0.267
   -4.77     -3.26     49.49       -4.68     -3.16     49.49     0.128
   -6.80      2.79     36.89       -6.82      2.81     36.89     0.020
  -39.34     -6.15    -37.67      -39.47     -6.03    -37.86     0.266
    6.50     15.27    -14.44        6.39     15.38    -14.51     0.175
   37.06      5.00     -6.64       36.47      4.72     -6.35     0.718
   -8.26    -20.08    -42.24       -8.13    -20.86    -42.32     0.795
   -4.35      7.36     68.96       -3.32      8.06     69.04     1.245
    2.96     -5.13     30.46        3.07     -5.26     30.52     0.179
   -8.42      5.76     -9.66       -8.48      5.89     -9.69     0.145
   -1.18     16.80      6.51       -1.38     16.94      6.33     0.308
  -28.22    -24.18    -41.85      -28.20    -24.13    -41.80     0.076
   16.18     -2.85    -20.85       16.18     -2.86    -20.85     0.008
   -2.96     14.09     60.49       -3.12     14.36     60.47     0.319
   36.93     10.58      6.00       37.09     10.71      5.95     0.221
  -29.97    -10.77    -45.50      -30.10    -11.05    -45.58     0.318
   24.96     -9.61    -15.32       24.98     -9.70    -15.31     0.089
  -15.13    -17.48    -46.61      -14.94    -17.76    -46.98     0.506
  -28.03     -9.30    -12.93      -28.40     -8.79    -12.46     0.784
  -12.69    -22.14    -16.41      -12.76    -22.15    -16.36     0.083
   34.17      8.65     -8.38       34.78      8.85     -8.67     0.700
   24.11     18.55     16.72       24.07     18.50     16.72     0.061
  -44.16    -11.00    -35.64      -43.91    -11.02    -35.79     0.290
    6.36     -8.69      4.20        6.39     -8.80      4.24     0.123
   35.55     -4.96     11.75       35.54     -4.95     11.75     0.018
  -43.20    -11.04    -30.52      -43.23    -10.98    -30.54     0.068
  -10.86      9.73     33.27      -10.87      9.71     33.29     0.039
   40.22      3.48      5.08       40.63      3.22      5.04     0.482
  -23.06      5.22    -26.41      -22.94      5.24    -26.39     0.129
  -10.56     -3.61     15.53      -10.50     -3.54     15.49     0.107
    7.24     -5.05    -22.68        7.18     -4.65    -22.97     0.500
   -9.50      4.89    -19.02       -9.55      4.65    -19.01     0.248
   -2.15     -2.05     59.53       -2.06     -1.93     59.56     0.154
   18.51     -2.28     42.65       18.53     -1.89     42.65     0.392
  -42.24    -16.82    -31.80      -42.58    -17.01    -31.88     0.406
   30.98     -7.08      4.34       30.74     -6.38      4.34     0.740
    3.36      1.72     71.32        3.36      1.72     71.31     0.008
   22.57     17.52     70.99       22.28     17.35     70.84     0.372
    9.40     14.03    -19.05        9.44     14.00    -18.92     0.144
   27.64      5.97     43.63       27.77      5.95     43.65     0.141
  -37.69     -0.94    -24.77      -37.55     -1.11    -24.96     0.296
   17.62     -5.17     10.48       17.69     -5.64     10.48     0.472
  -21.39      4.88    -23.10      -21.31      4.75    -23.29     0.245
   29.82     10.17    -17.74       29.96     10.29    -17.76     0.185
  -14.11    -13.52    -10.54      -14.04    -13.70    -10.35     0.265
   26.55     19.29      7.71       26.49     18.95      7.70     0.345
   21.44     18.86    -21.34       21.47     18.83    -21.35     0.043
   20.95     13.35    -26.99       21.33     13.73    -27.18     0.572
   12.87     21.99      5.50       12.95     22.36      5.57     0.384
    9.81     -2.64     66.91        9.80     -2.32     66.93     0.315
   -4.07    -13.82    -31.90       -4.18    -13.75    -31.89     0.129
  -36.86    -12.83    -41.56      -36.82    -12.68    -41.67     0.190
   31.15     11.66     15.44       31.26     11.74     15.53     0.169
   14.65    -13.59    -15.75       14.59    -13.62    -15.77     0.073
  -39.79    -15.97    -23.75      -39.85    -16.00    -23.72     0.074
    1.47     13.32     71.24        1.45     13.37     71.35     0.114
   35.76      6.02     -6.79       35.84      5.83     -6.56     0.310
   10.85     10.82    -21.73       11.06     10.89    -21.71     0.220
  -11.21    -21.42    -44.10      -11.38    -21.23    -43.77     0.411
    4.43     -3.23    -23.32        4.79     -2.96    -23.58     0.525
    0.98      8.07    -14.31        1.03      8.29    -14.53     0.313
  -40.60    -20.14    -34.74      -40.56    -20.39    -34.75     0.247
    7.88     10.76     70.02        7.51     10.29     69.45     0.832
   -3.40    -12.21    -34.34       -3.57    -12.11    -34.29     0.212
  -30.35     -4.07    -16.33      -30.39     -4.06    -16.37     0.055
   16.14     21.35     50.34       16.21     21.47     50.34     0.145
   -5.40     11.05     41.80       -6.28     10.51     42.21     1.112
  -13.38     15.07     31.34      -13.15     15.03     31.22     0.268
   -4.14     -2.89     53.13       -4.12     -2.87     53.12     0.024
   22.66     19.04    -20.30       22.83     19.24    -20.45     0.300
    5.46     -1.85     71.08        5.46     -1.84     71.08     0.002
   20.10      2.40    -28.14       20.11      2.41    -28.11     0.036
  -26.45      5.48    -19.32      -26.33      5.19    -19.52     0.370
  -31.72    -14.07    -45.65      -31.62    -14.09    -45.32     0.351
   29.84      5.76     31.79       28.96      5.67     31.64     0.896
   10.25     -2.43     70.90       10.25     -2.41     70.89     0.018
   11.52     11.11    -25.75       11.52     11.20    -25.64     0.144
  -23.09      4.68    -21.95      -23.33      4.72    -22.04     0.254
  -25.01      3.50    -40.35      -25.00      3.49    -40.34     0.006
  -36.96     -8.32    -19.28      -36.86     -8.40    -19.37     0.155
  -27.34     -7.07    -46.12      -27.58     -7.21    -46.47     0.436
   -8.53     16.21     36.77       -8.72     16.26     37.02     0.320
   15.49     21.03     40.71       15.36     20.61     40.67     0.440
   16.12     -2.45    -20.56       16.14     -2.65    -20.46     0.223
   23.42     -9.68    -25.69       23.43     -9.66    -25.73     0.038
  -38.93    -18.91    -23.96      -39.09    -18.94    -23.88     0.176
   17.98     20.89    -10.40       17.98     21.02    -10.57     0.205
  -34.96    -22.26    -38.13      -34.51    -21.76    -37.95     0.694
   -5.72     -9.99     18.42       -5.73    -10.01     18.42     0.024
   -3.00     23.01     22.66       -3.08     23.20     22.74     0.227
  -26.06      5.89    -31.69      -25.96      5.52    -31.69     0.380
    9.07     -3.13     49.54        9.08     -3.45     49.61     0.326
  -13.92      2.75     -1.56      -13.87      2.63     -1.54     0.139
  -32.99      1.87    -20.27      -33.00      1.87    -20.26     0.014
   -5.55      6.17     38.48       -5.30      6.26     38.42     0.275
  -19.66      5.47    -26.83      -19.72      5.91    -26.90     0.456
  -34.45     -4.69    -40.68      -34.04     -4.86    -40.48     0.488
   -7.85    -23.87    -40.81       -8.05    -24.05    -40.95     0.306
   -1.85      0.41     70.52       -1.97      0.33     70.66     0.204
  -14.02     -7.32    -47.48      -14.02     -7.29    -47.66     0.186
  -28.25    -25.83    -19.91      -27.93    -25.19    -20.18     0.771
  -34.37     -5.68    -18.77      -34.44     -5.65    -18.72     0.091
   -2.96     -9.85    -33.98       -2.83     -9.87    -34.04     0.146
  -22.60      5.98    -33.22      -22.49      5.49    -33.20     0.508
  -40.94    -10.11    -41.81      -40.90    -10.04    -41.86     0.095
   19.55     -6.43      3.96       19.93     -7.21      4.61     1.078
   23.14     -1.59     36.46       23.28     -2.21     36.58     0.652
   -9.14      3.39    -37.08       -9.15      3.38    -37.07     0.025
   -6.94    -21.79    -42.62       -6.94    -21.82    -42.69     0.082
   -9.75      0.35    -40.83       -9.81      0.24    -40.75     0.148
  -30.96      1.20    -40.00      -31.24      1.01    -40.17     0.379
  -11.27      5.01    -31.26      -11.40      5.25    -31.18     0.285
   -3.39      3.77     69.35       -3.53      3.70     69.49     0.216
  -13.57      4.78    -25.68      -13.57      4.98    -25.69     0.194
   -9.70      6.13     -4.44       -9.43      5.68     -4.22     0.571
  -27.86    -26.69    -37.75      -27.72    -26.33    -37.62     0.407
    9.15     -3.47     27.35        9.22     -4.01     27.62     0.605
    6.03      7.73    -13.01        5.86      7.40    -12.87     0.397
   -1.61     13.86      2.36       -1.53     13.84      2.34     0.087
   -9.72     22.54     26.93       -9.74     22.44     26.94     0.097
   36.09     -3.03    -10.25       36.09     -3.04    -10.28     0.023
  -34.91      1.73    -23.58      -34.32      1.43    -23.67     0.663
   23.73     17.94     28.16       24.39     18.05     27.94     0.708
   27.62     -9.02      1.60       27.57     -8.98      1.60     0.058
   35.47     -3.64      7.93       35.58     -3.79      7.95     0.178
    6.24     -3.51     37.36        6.20     -3.81     37.32     0.307
  -13.45      3.51      7.18      -12.93      3.06      7.10     0.691
   -7.07     19.71     18.91       -7.16     19.91     18.77     0.259
   -9.55     15.65     36.04       -9.77     15.71     36.32     0.363
   -7.01     -8.55     20.62       -7.28     -8.97     20.63     0.492
  -41.29     -6.81    -25.42      -41.70     -6.67    -25.24     0.475
  -20.64    -13.38     -9.98      -20.72    -13.76     -9.36     0.737
   16.99     20.46    -12.52       16.45     19.66    -12.42     0.974
   24.00     16.96     67.47       23.94     16.95     67.47     0.057
  -10.60    -18.95    -44.68      -10.55    -19.18    -45.40     0.761
   -4.77      7.87    -11.00       -4.53      6.97    -10.79     0.960
  -19.15     -4.53     -6.32      -19.49     -4.48     -6.12     0.395
    5.38      7.00    -14.38        5.40      7.03    -14.40     0.036
  -14.91      1.66     -4.47      -14.61      1.47     -4.40     0.368
  -41.34     -5.82    -25.58      -41.54     -5.77    -25.48     0.220
  -16.01      5.57    -34.10      -15.98      5.78    -34.11     0.212
  -18.22    -27.92    -39.15      -18.09    -28.16    -39.36     0.340
   23.91     19.81    -10.03       23.70     20.17     -9.92     0.435
