400 PA5-E-Debug-Output.txt 6
  112.0191  125.2264   59.2146  100.3040   27.7944  122.2337
   -5.61     3.70   -25.31        -5.60     3.73   -25.32     0.028
   21.58     5.46    71.30        21.58     5.46    71.31     0.008
  -11.24   -26.96   -35.83       -11.25   -26.92   -35.82     0.044
   10.98    12.08   -23.29        10.93    12.10   -23.29     0.047
   20.44    -1.51   -24.80        20.48    -1.48   -24.78     0.054
   24.43    15.75    68.67        24.33    15.75    68.66     0.102
   28.20    -8.37   -21.34        28.21    -8.41   -21.34     0.044
   31.95    17.19     2.23        31.94    17.16     2.23     0.027
   11.38    14.86   -19.86        11.33    14.89   -19.88     0.062
   18.41    20.27     6.32        18.42    20.31     6.33     0.042
    0.31    -5.50    34.62         0.35    -5.55    34.64     0.066
  -13.87    12.57    24.84       -13.75    12.56    24.87     0.132
   -2.88    -9.14   -37.68        -2.87    -9.14   -37.68     0.010
   28.03    -1.62    29.20        27.96    -1.51    29.16     0.135
  -23.04   -22.79   -14.20       -23.04   -22.76   -14.25     0.048
   -4.27    -7.21   -49.02        -4.24    -7.22   -49.03     0.036
   22.88    19.67   -10.69        22.95    19.85   -10.72     0.193
   27.83     2.39    37.79        27.94     2.34    37.83     0.126
    9.33    21.82    59.55         9.33    21.93    59.55     0.113
    6.92    -4.04    29.34         6.92    -4.04    29.34     0.002
   -5.15    13.67    12.24        -5.26    13.77    12.17     0.167
  -10.32   -11.72   -47.71       -10.33   -11.72   -47.68     0.038
   32.57    -7.14    11.80        32.53    -7.09    11.81     0.069
  -28.95   -24.13   -17.54       -29.00   -24.16   -17.51     0.067
  -16.67     4.85   -41.57       -16.67     4.84   -41.59     0.027
   11.52    20.76    28.38        11.51    20.69    28.38     0.064
   38.48     3.78    -6.20        38.48     3.78    -6.20     0.006
  -41.26   -18.37   -32.26       -41.34   -18.43   -32.25     0.096
   -6.37     1.10    47.97        -6.50     1.18    47.99     0.154
   39.60     0.87     6.61        39.52     0.92     6.63     0.095
  -38.34    -8.78   -20.25       -38.30    -8.78   -20.29     0.060
    2.23    -2.61    71.01         2.20    -2.78    71.06     0.176
   25.08    -8.91     2.34        25.15    -8.80     2.30     0.137
   27.05     4.13    44.48        27.18     4.08    44.51     0.150
   35.19    13.60     9.62        35.18    13.58     9.59     0.029
   27.68    -9.51   -21.66        27.58    -9.40   -21.62     0.147
   12.20   -13.83    -6.65        12.20   -13.76    -6.67     0.076
   14.54    20.40    15.99        14.55    20.47    16.00     0.075
   23.59    -9.00    -0.54        23.67    -8.91    -0.59     0.133
   12.65    21.04    37.97        12.65    20.97    37.97     0.063
   36.26    11.04     5.27        36.24    11.02     5.27     0.027
  -31.56    -5.46   -16.86       -31.55    -5.49   -16.90     0.048
   -2.97    -9.41   -36.76        -2.97    -9.41   -36.76     0.005
   39.21    -0.10     8.39        39.25    -0.12     8.38     0.047
  -11.71   -28.08   -28.71       -11.70   -28.09   -28.71     0.017
   -7.11     4.01   -32.14        -7.12     3.99   -32.13     0.026
  -18.80   -11.47   -48.38       -18.80   -11.48   -48.43     0.046
   -5.51     9.28     0.30        -5.56     9.33     0.29     0.073
   -7.95   -12.37   -12.09        -7.87   -12.44   -12.06     0.106
   36.79     0.51    15.01        36.75     0.51    14.99     0.046
   18.00     0.25   -22.04        17.91     0.19   -22.09     0.118
   24.47     6.78    62.13        24.59     6.76    62.14     0.117
  -16.96    -4.87    -1.66       -16.96    -4.87    -1.66     0.002
   24.16    17.34    25.88        24.21    17.39    25.88     0.076
    8.82    20.72    32.33         8.85    20.88    32.32     0.168
   33.03    -7.67    -4.63        33.05    -7.70    -4.64     0.033
  -19.98   -17.95   -11.36       -20.02   -17.95   -11.41     0.062
  -22.34     5.73   -33.29       -22.33     5.76   -33.29     0.033
  -38.29   -17.30   -39.89       -38.24   -17.27   -39.86     0.064
   28.07     4.02    40.97        27.93     4.08    40.94     0.152
   27.18    14.40    22.41        27.22    14.42    22.41     0.045
  -17.80   -25.18   -18.26       -17.74   -25.25   -18.16     0.137
   -3.27     7.04   -14.62        -3.25     7.01   -14.60     0.040
   39.90     6.75     4.49        39.87     6.73     4.49     0.041
   18.67    16.08   -27.27        18.62    16.07   -27.22     0.080
    5.94    -9.34     3.41         5.93    -9.25     3.40     0.094
   27.90    -8.57   -21.46        27.88    -8.51   -21.45     0.061
   19.86     4.71   -29.82        19.84     4.65   -29.89     0.099
   -5.56    -4.29    47.30        -5.54    -4.28    47.28     0.031
   39.57     1.01    10.76        39.52     0.99    10.71     0.074
   17.07    18.36   -25.54        17.07    18.37   -25.55     0.011
   39.91     3.78     2.19        39.93     3.77     2.19     0.025
  -19.04     4.92   -40.95       -19.02     4.94   -40.90     0.064
  -34.21    -2.86   -17.36       -34.22    -2.87   -17.36     0.007
  -32.59     2.44   -35.91       -32.60     2.46   -35.92     0.027
   11.09   -11.42     0.24        11.10   -11.40     0.23     0.025
  -29.49    -1.50   -42.78       -29.50    -1.49   -42.79     0.016
   16.57    18.71   -19.49        16.59    18.63   -19.47     0.084
   37.93    10.54     9.89        37.97    10.56     9.91     0.053
   -8.26     4.10   -24.86        -8.26     3.98   -24.85     0.114
  -23.37    -0.52   -17.75       -23.33    -0.57   -17.79     0.070
  -33.37    -3.57   -17.68       -33.30    -3.54   -17.60     0.109
  -33.24   -24.54   -24.90       -33.17   -24.43   -24.92     0.136
  -13.57   -25.51   -41.00       -13.54   -25.57   -41.04     0.083
   -5.10   -15.34   -33.24        -5.05   -15.36   -33.24     0.054
  -33.92    -0.62   -38.28       -33.95    -0.59   -38.30     0.055
   27.73    -0.58    33.46        27.55    -0.36    33.39     0.287
  -11.94    10.59    22.26       -12.19    10.50    22.19     0.268
   -4.45     3.53    65.41        -4.44     3.53    65.41     0.017
  -38.95    -1.06   -29.03       -38.97    -1.04   -29.03     0.019
   24.37    10.31    67.97        24.46    10.31    67.98     0.091
   18.63   -10.47   -26.13        18.66   -10.49   -26.01     0.120
   30.72    -3.33    23.82        30.75    -3.35    23.86     0.056
  -33.84   -19.05   -16.67       -33.85   -19.05   -16.66     0.012
   28.09    -8.65    10.85        28.11    -8.76    10.85     0.112
    5.34     5.14    71.79         5.35     5.13    71.85     0.054
   24.20     0.41    46.32        24.13     0.49    46.31     0.110
   -5.13     7.90   -10.14        -5.12     7.90   -10.14     0.010
   16.43    20.62    41.30        16.40    20.46    41.31     0.167
    1.81    22.77    15.26         1.82    22.69    15.28     0.074
  -35.61    -1.38   -20.90       -35.61    -1.38   -20.91     0.008
  -23.48   -17.73   -47.29       -23.52   -17.74   -47.35     0.071
   12.63   -14.16   -12.06        12.62   -14.18   -12.07     0.019
    7.64   -11.72    -9.64         7.55   -11.91    -9.62     0.215
  -19.76   -22.97   -45.74       -19.76   -22.93   -45.70     0.056
   -9.21   -17.84   -44.24        -9.21   -17.84   -44.24     0.004
  -35.58   -15.10   -17.91       -35.69   -15.08   -17.84     0.129
   -5.08    12.66    10.11        -5.10    12.69    10.10     0.036
  -13.53    16.70    25.47       -13.51    16.70    25.48     0.015
  -28.63   -15.77   -47.25       -28.63   -15.77   -47.24     0.013
   24.47    19.55    -8.31        24.49    19.61    -8.32     0.059
  -40.42    -3.83   -34.11       -40.46    -3.79   -34.13     0.054
   31.95    12.09    13.43        31.81    12.02    13.40     0.159
    1.86    -6.63   -27.09         1.85    -6.63   -27.05     0.042
   -8.66   -24.98   -39.73        -8.72   -24.96   -39.75     0.066
  -42.11   -18.41   -36.69       -42.15   -18.44   -36.67     0.054
   -6.64     1.84    43.04        -6.61     1.82    43.04     0.033
   26.85    12.55    44.21        26.84    12.55    44.21     0.010
  -38.96   -19.68   -38.09       -38.96   -19.68   -38.10     0.005
  -15.33     0.51     0.85       -15.31     0.50     0.85     0.028
   25.71    14.00    46.10        25.85    14.11    46.12     0.180
   28.41     5.38    38.49        28.39     5.38    38.49     0.016
   23.03    20.05     4.29        23.03    19.97     4.28     0.089
    3.19    -5.66    21.14         3.13    -5.55    21.14     0.125
    0.09    -3.10    58.71         0.01    -3.30    58.72     0.215
  -21.78   -27.43   -19.31       -21.77   -27.37   -19.35     0.070
   -5.50    22.77    26.35        -5.50    22.72    26.32     0.058
   -6.88   -20.11   -33.52        -6.89   -20.11   -33.52     0.007
  -17.84    -1.14   -45.39       -17.84    -1.13   -45.41     0.026
  -28.66   -12.48   -46.21       -28.68   -12.48   -46.23     0.030
   13.59    21.03    48.87        13.57    21.21    48.89     0.179
   28.23    13.23    23.03        28.18    13.19    23.02     0.063
  -28.57   -25.33   -18.70       -28.56   -25.32   -18.70     0.009
   -2.66     4.30   -21.13        -2.66     4.28   -21.12     0.018
  -42.11   -16.19   -38.01       -42.12   -16.15   -37.93     0.087
    8.18    -3.51    29.09         8.23    -3.64    29.10     0.142
    6.44   -10.46    -2.35         6.46   -10.36    -2.39     0.113
   -1.17    18.33     8.37        -1.30    18.39     8.31     0.156
   -4.11    18.86    42.41        -4.04    18.81    42.39     0.087
  -25.65   -28.34   -36.39       -25.64   -28.31   -36.38     0.032
  -12.94   -20.43   -15.69       -12.95   -20.43   -15.70     0.006
    5.98    -4.76    24.86         5.92    -4.51    24.86     0.258
  -14.83    -5.12   -46.62       -14.83    -5.12   -46.63     0.007
  -11.89    -1.94    14.31       -11.82    -1.92    14.27     0.078
  -14.87   -21.71   -17.13       -14.88   -21.77   -17.06     0.083
   22.51    20.71    -3.24        22.50    20.64    -3.24     0.069
   15.94    -2.80    47.51        15.93    -2.75    47.50     0.047
   32.92    -5.98     4.44        32.90    -5.96     4.43     0.034
  -13.56     1.87    10.46       -13.60     1.87    10.47     0.039
  -10.52     7.39    19.98       -10.62     7.39    20.00     0.097
   -4.16    -2.55    54.33        -4.15    -2.55    54.33     0.005
   -3.45    -1.81    57.63        -3.48    -1.84    57.68     0.069
    2.29    16.79    -2.84         2.31    16.78    -2.84     0.014
  -23.85     6.12   -35.59       -23.84     6.18   -35.59     0.062
   11.46     9.32   -15.88        11.49     9.33   -15.88     0.032
   23.18    13.65   -24.31        23.16    13.64   -24.30     0.017
  -13.36    -7.76     1.11       -13.38    -7.82     1.13     0.059
   22.61    19.43   -15.64        22.61    19.47   -15.64     0.034
   -4.90    -3.44    49.39        -4.94    -3.49    49.39     0.070
   -6.92     2.65    36.80        -6.92     2.66    36.80     0.012
  -39.40    -6.12   -37.80       -39.40    -6.13   -37.79     0.013
    6.44    15.20   -14.50         6.39    15.26   -14.53     0.089
   36.98     4.89    -6.70        36.98     4.89    -6.69     0.003
   -8.34   -20.07   -42.38        -8.42   -20.04   -42.33     0.094
   -4.47     7.15    68.88        -4.46     7.15    68.88     0.008
    2.84    -5.28    30.36         2.76    -5.13    30.33     0.183
   -8.50     5.70    -9.76        -8.66     5.97    -9.79     0.316
   -1.24    16.71     6.44        -1.24    16.71     6.44     0.003
  -28.31   -24.15   -42.02       -28.33   -24.20   -42.07     0.072
   16.11    -2.91   -20.94        16.11    -2.91   -20.94     0.000
   -3.07    13.89    60.42        -3.05    13.88    60.42     0.023
   36.86    10.44     5.95        36.78    10.39     5.98     0.093
  -30.04   -10.73   -45.63       -30.00   -10.71   -45.54     0.099
   24.87    -9.70   -15.41        24.96    -9.85   -15.41     0.171
  -15.21   -17.46   -46.75       -15.21   -17.46   -46.75     0.000
  -28.12    -9.32   -13.06       -28.22    -9.46   -13.13     0.190
  -12.80   -22.17   -16.55       -12.82   -22.16   -16.59     0.043
   34.09     8.54    -8.43        34.07     8.53    -8.42     0.023
   24.03    18.40    16.69        23.99    18.35    16.67     0.069
  -44.24   -10.95   -35.79       -44.18   -10.96   -35.81     0.066
    6.25    -8.78     4.10         6.28    -9.01     4.17     0.245
   35.44    -5.11    11.68        35.49    -5.22    11.67     0.127
  -43.28   -11.00   -30.66       -43.24   -11.00   -30.67     0.041
  -10.96     9.60    33.18       -10.92     9.66    33.16     0.083
   40.12     3.33     5.02        40.35     3.28     4.97     0.238
  -23.13     5.22   -26.51       -23.17     5.14   -26.53     0.092
  -10.67    -3.72    15.42       -10.62    -3.69    15.39     0.067
    7.16    -5.10   -22.78         7.16    -5.10   -22.78     0.003
   -9.57     4.86   -19.11        -9.56     4.81   -19.10     0.047
   -2.30    -2.23    59.44        -2.33    -2.26    59.44     0.041
   18.39    -2.46    42.57        18.37    -2.33    42.56     0.131
  -42.32   -16.78   -31.95       -42.38   -16.81   -31.94     0.061
   30.87    -7.21     4.26        30.90    -7.25     4.26     0.043
    3.23     1.50    71.24         3.23     1.50    71.26     0.023
   22.45    17.28    70.95        22.55    17.34    71.03     0.142
    9.34    13.98   -19.11         9.31    14.01   -19.15     0.061
   27.52     5.77    43.57        27.63     5.77    43.58     0.112
  -37.76    -0.93   -24.90       -37.75    -0.94   -24.91     0.021
   17.52    -5.30    10.39        17.53    -5.24    10.37     0.068
  -21.46     4.87   -23.20       -21.47     5.02   -23.18     0.154
   29.75    10.08   -17.80        29.81    10.11   -17.81     0.065
  -14.21   -13.56   -10.66       -14.17   -13.66   -10.58     0.129
   26.48    19.15     7.67        26.50    19.22     7.69     0.074
   21.39    18.78   -21.38        21.39    18.75   -21.38     0.030
   20.90    13.29   -27.04        20.92    13.31   -27.06     0.035
   12.81    21.88     5.46        12.80    21.78     5.46     0.098
    9.66    -2.86    66.82         9.68    -2.95    66.82     0.092
   -4.16   -13.84   -32.02        -4.18   -13.83   -32.02     0.024
  -36.93   -12.79   -41.70       -36.94   -12.78   -41.74     0.047
   31.05    11.51    15.39        31.17    11.60    15.44     0.152
   14.55   -13.66   -15.85        14.62   -13.53   -15.79     0.163
  -39.88   -15.97   -23.91       -39.87   -15.96   -23.92     0.015
    1.34    13.11    71.17         1.34    13.11    71.18     0.002
   35.69     5.91    -6.85        35.70     5.93    -6.93     0.084
   10.79    10.76   -21.79        10.81    10.76   -21.79     0.017
  -11.29   -21.39   -44.23       -11.30   -21.39   -44.22     0.019
    4.35    -3.27   -23.42         4.35    -3.26   -23.42     0.009
    0.90     8.01   -14.38         0.91     8.02   -14.40     0.018
  -40.69   -20.11   -34.90       -40.60   -20.06   -34.91     0.105
    7.75    10.53    69.96         7.72    10.51    69.89     0.074
   -3.48   -12.23   -34.46        -3.54   -12.20   -34.46     0.070
  -30.43    -4.09   -16.46       -30.45    -4.11   -16.38     0.086
   16.04    21.14    50.30        16.02    21.10    50.30     0.049
   -5.50    10.91    41.73        -5.53    10.90    41.73     0.033
  -13.48    14.95    31.27       -13.46    14.95    31.26     0.018
   -4.27    -3.07    53.03        -4.31    -3.12    53.05     0.075
   22.61    18.97   -20.34        22.60    18.91   -20.33     0.063
    5.32    -2.09    70.98         5.32    -2.08    71.03     0.047
   20.04     2.34   -28.22        20.01     2.32   -28.24     0.046
  -26.52     5.47   -19.42       -26.51     5.44   -19.44     0.035
  -31.79   -14.03   -45.79       -31.79   -14.06   -45.87     0.085
   29.74     5.57    31.73        29.76     5.57    31.73     0.019
   10.11    -2.67    70.80        10.14    -2.84    70.82     0.182
   11.46    11.06   -25.82        11.44    11.03   -25.84     0.045
  -23.16     4.67   -22.05       -23.17     4.77   -22.05     0.095
  -25.06     3.52   -40.45       -25.11     3.61   -40.54     0.131
  -37.04    -8.31   -19.42       -37.11    -8.26   -19.36     0.103
  -27.41    -7.03   -46.25       -27.47    -7.02   -46.35     0.110
   -8.63    16.08    36.70        -8.66    16.09    36.73     0.045
   15.39    20.85    40.66        15.35    20.65    40.67     0.199
   16.05    -2.51   -20.65        16.05    -2.51   -20.65     0.003
   23.34    -9.74   -25.79        23.34    -9.82   -25.71     0.109
  -39.02   -18.90   -24.12       -38.93   -18.86   -24.15     0.106
   17.93    20.80   -10.45        17.93    20.90   -10.47     0.097
  -35.05   -22.22   -38.29       -34.98   -22.16   -38.25     0.103
   -5.83   -10.11    18.30        -5.84   -10.12    18.30     0.011
   -3.07    22.89    22.60        -3.08    22.91    22.60     0.023
  -26.12     5.91   -31.79       -26.13     5.95   -31.79     0.041
    8.93    -3.31    49.45         8.92    -3.30    49.45     0.013
  -14.01     2.69    -1.66       -14.05     2.72    -1.66     0.052
  -33.06     1.87   -20.38       -33.03     1.83   -20.40     0.053
   -5.67     6.02    38.39        -5.58     6.03    38.38     0.095
  -19.72     5.46   -26.92       -19.71     5.42   -26.93     0.034
  -34.51    -4.64   -40.81       -34.53    -4.64   -40.82     0.019
   -7.93   -23.87   -40.95        -7.81   -23.97   -40.90     0.174
   -2.00     0.20    70.43        -1.97     0.21    70.43     0.037
  -14.09    -7.30   -47.60       -14.09    -7.31   -47.57     0.035
  -28.37   -25.84   -20.08       -28.38   -25.87   -20.07     0.035
  -34.45    -5.69   -18.90       -34.48    -5.66   -18.87     0.054
   -3.04    -9.86   -34.10        -3.00    -9.87   -34.10     0.039
  -22.65     5.99   -33.31       -22.69     5.89   -33.32     0.110
  -41.01   -10.06   -41.95       -41.03   -10.08   -41.94     0.029
   19.44    -6.56     3.87        19.42    -6.48     3.85     0.082
   23.03    -1.76    36.38        23.06    -1.84    36.40     0.091
   -9.20     3.40   -37.18        -9.16     3.45   -37.21     0.074
   -7.03   -21.78   -42.76        -6.98   -21.77   -42.74     0.054
   -9.80     0.36   -40.93        -9.81     0.35   -40.92     0.010
  -31.02     1.23   -40.12       -31.01     1.22   -40.10     0.017
  -11.32     5.00   -31.35       -11.33     4.96   -31.35     0.038
   -3.52     3.56    69.26        -3.50     3.57    69.26     0.017
  -13.64     4.77   -25.77       -13.64     4.79   -25.78     0.024
   -9.78     6.07    -4.53        -9.75     6.01    -4.53     0.063
  -27.95   -26.66   -37.91       -27.97   -26.73   -37.94     0.080
    9.04    -3.61    27.26         9.02    -3.56    27.25     0.058
    5.96     7.66   -13.08         5.96     7.66   -13.06     0.016
   -1.69    13.78     2.29        -1.68    13.78     2.29     0.004
   -9.80    22.42    26.87        -9.74    22.30    26.87     0.140
   36.00    -3.13   -10.32        35.95    -3.12   -10.27     0.074
  -34.98     1.74   -23.70       -34.99     1.75   -23.69     0.017
   23.63    17.76    28.12        23.68    17.82    28.12     0.073
   27.51    -9.14     1.52        27.54    -9.18     1.52     0.050
   35.37    -3.79     7.85        35.50    -3.92     7.85     0.182
    6.12    -3.67    37.26         6.13    -3.73    37.26     0.063
  -13.53     3.43     7.09       -13.49     3.40     7.08     0.050
   -7.15    19.62    18.85        -7.15    19.62    18.84     0.007
   -9.63    15.52    35.97        -9.64    15.52    35.98     0.007
   -7.13    -8.67    20.51        -7.11    -8.65    20.50     0.032
  -41.37    -6.79   -25.55       -41.34    -6.81   -25.56     0.037
  -20.74   -13.41   -10.11       -20.71   -13.37   -10.18     0.080
   16.94    20.37   -12.57        16.94    20.32   -12.55     0.052
   23.89    16.71    67.43        24.01    16.77    67.44     0.141
  -10.68   -18.94   -44.82       -10.65   -18.95   -44.86     0.055
   -4.84     7.82   -11.09        -4.85     7.82   -11.09     0.005
  -19.23    -4.58    -6.43       -19.15    -4.60    -6.46     0.086
    5.31     6.94   -14.46         5.30     6.92   -14.46     0.019
  -15.00     1.61    -4.57       -14.92     1.54    -4.57     0.104
  -41.43    -5.80   -25.71       -41.39    -5.80   -25.73     0.044
  -16.07     5.57   -34.19       -16.07     5.52   -34.19     0.047
  -18.32   -27.91   -39.31       -18.31   -27.95   -39.34     0.051
   23.86    19.71   -10.07        23.83    19.63   -10.05     0.086
